"rose_fanfic" "anne_fanfic" "anonymous_fanfic"
"ducks" 0 0.0654450261780105 0
"dumbfounded" 0.0655307994757536 0 0
"dumbledore" 0 0 0.0575043128234618
"each" 0.0655307994757536 0 0
"eager" 0 0.0654450261780105 0
"eagerly" 0 0 0.0575043128234618
"ears" 0.0655307994757536 0 0
"eater" 0.0655307994757536 0 0
"either" 0 0.0654450261780105 0
"eleven" 0 0 0.0575043128234618
"embarrassing" 0.0655307994757536 0 0
"emotion" 0.0655307994757536 0 0
"enjoyed" 0.0655307994757536 0 0
"enter" 0.0655307994757536 0 0
"entered" 0 0 0.0575043128234618
"er" 0 0 0.0575043128234618
"erm" 0 0 0.0575043128234618
"especially" 0 0 0.0575043128234618
"essay" 0.0655307994757536 0 0
"every" 0.0655307994757536 0 0
"exactly" 0 0.0654450261780105 0
"excited" 0 0 0.0575043128234618
"excitedly" 0 0 0.0575043128234618
"excitement" 0.0655307994757536 0 0
"exclaimed" 0.0655307994757536 0 0
"exhausted" 0 0 0.0575043128234618
"experience" 0 0 0.0575043128234618
"explain" 0.0655307994757536 0 0
"explained" 0 0.0654450261780105 0
"expression" 0.0655307994757536 0 0
"extended" 0.0655307994757536 0 0
"fact" 0 0.0654450261780105 0
"faltering" 0.0655307994757536 0 0
"famous" 0.0655307994757536 0 0
"fast" 0 0 0.0575043128234618
"feel" 0 0.0654450261780105 0
"fell" 0 0 0.0575043128234618
"fervently" 0 0 0.0575043128234618
"fiddled" 0.0655307994757536 0 0
"figured" 0 0.0654450261780105 0
"finished" 0 0.0654450261780105 0
"firmly" 0 0 0.0575043128234618
"fixed" 0 0 0.0575043128234618
"flapping" 0.0655307994757536 0 0
"flippantly" 0.0655307994757536 0 0
"flowing" 0 0 0.0575043128234618
"folding" 0.0655307994757536 0 0
"footsteps" 0 0 0.0575043128234618
"forget" 0.0655307994757536 0 0
"forgive" 0 0.0654450261780105 0
"forgot" 0 0.0654450261780105 0
"forks" 0 0.0654450261780105 0
"forward" 0.0655307994757536 0 0
"freckled" 0.0655307994757536 0 0
"frown" 0.0655307994757536 0 0
"frowning" 0.0655307994757536 0 0
"frustration" 0.0655307994757536 0 0
"funny" 0.0655307994757536 0 0
"furious" 0.0655307994757536 0 0
"furiously" 0.0655307994757536 0 0
"further" 0.0655307994757536 0 0
"game" 0 0.0654450261780105 0
"games" 0 0.0654450261780105 0
"gaping" 0 0 0.0575043128234618
"garden" 0 0 0.0575043128234618
"gate" 0 0 0.0575043128234618
"gazing" 0.0655307994757536 0 0
"gentleness" 0 0 0.0575043128234618
"gesture" 0 0 0.0575043128234618
"gestured" 0.0655307994757536 0 0
"gesturing" 0.0655307994757536 0 0
"ginny" 0.0655307994757536 0 0
"girl" 0.0655307994757536 0 0
"glad" 0 0 0.0575043128234618
"glance" 0.0655307994757536 0 0
"glancing" 0.0655307994757536 0 0
"glare" 0.0655307994757536 0 0
"glaring" 0 0 0.0575043128234618
"glimpsed" 0.0655307994757536 0 0
"glint" 0 0 0.0575043128234618
"gloriously" 0.0655307994757536 0 0
"gnomes" 0 0.0654450261780105 0
"godparent" 0 0 0.0575043128234618
"godric" 0 0 0.0575043128234618
"goes" 0 0.0654450261780105 0
"gorgeous" 0 0.0654450261780105 0
"greenland" 0 0.0654450261780105 0
"greeting" 0 0 0.0575043128234618
"grimace" 0 0 0.0575043128234618
"grin" 0 0 0.0575043128234618
"gringotts" 0 0.0654450261780105 0
"grinned" 0 0 0.0575043128234618
"groaning" 0.0655307994757536 0 0
"grow" 0 0 0.0575043128234618
"growing" 0.0655307994757536 0 0
"growl" 0.0655307994757536 0 0
"guidance" 0 0 0.0575043128234618
"guided" 0 0 0.0575043128234618
"gulped" 0.0655307994757536 0 0
"hammer" 0 0 0.0575043128234618
"hammering" 0 0 0.0575043128234618
"handing" 0 0 0.0575043128234618
"handsome" 0 0 0.0575043128234618
"hardly" 0 0.0654450261780105 0
"harm" 0 0 0.0575043128234618
"hastily" 0 0 0.0575043128234618
"hate" 0 0.0654450261780105 0
"haven" 0.0655307994757536 0 0
"headed" 0.0655307994757536 0 0
"healing" 0 0 0.0575043128234618
"hear" 0.0655307994757536 0 0
"heat" 0.0655307994757536 0 0
"heavier" 0 0 0.0575043128234618
"heavy" 0.0655307994757536 0 0
"hesitated" 0.0655307994757536 0 0
"hi" 0.0655307994757536 0 0
"hiding" 0 0 0.0575043128234618
"higher" 0.0655307994757536 0 0
"hogwarts" 0.0655307994757536 0 0
"hollow" 0 0 0.0575043128234618
"home" 0.0655307994757536 0 0
"honoured" 0 0 0.0575043128234618
"hope" 0 0 0.0575043128234618
"hormonal" 0.0655307994757536 0 0
"hormones" 0.0655307994757536 0 0
"hour" 0 0.0654450261780105 0
"houses" 0 0 0.0575043128234618
"however" 0 0.0654450261780105 0
"hugged" 0.0655307994757536 0 0
"hurrying" 0.0655307994757536 0 0
"husband" 0 0 0.0575043128234618
"idea" 0 0 0.0575043128234618
"ignore" 0.0655307994757536 0 0
"ignored" 0.0655307994757536 0 0
"immaculately" 0.0655307994757536 0 0
"impressed" 0 0.0654450261780105 0
"indignation" 0.0655307994757536 0 0
"inherited" 0.0655307994757536 0 0
"insecurities" 0.0655307994757536 0 0
"inside" 0 0.0654450261780105 0
"insisting" 0 0.0654450261780105 0
"instinctively" 0 0 0.0575043128234618
"insults" 0 0 0.0575043128234618
"intentions" 0.0655307994757536 0 0
"interest" 0.0655307994757536 0 0
"interrogate" 0.0655307994757536 0 0
"interrupted" 0.0655307994757536 0 0
"intimidating" 0.0655307994757536 0 0
"introduced" 0 0 0.0575043128234618
"jealousy" 0 0 0.0575043128234618
"join" 0 0.0654450261780105 0
"joked" 0 0 0.0575043128234618
"jokes" 0.0655307994757536 0 0
"joking" 0 0 0.0575043128234618
"jostled" 0.0655307994757536 0 0
"joy" 0 0 0.0575043128234618
"keen" 0 0 0.0575043128234618
"kid" 0 0 0.0575043128234618
"kids" 0.0655307994757536 0 0
"kindly" 0.0655307994757536 0 0
"king" 0.0655307994757536 0 0
"knocking" 0 0 0.0575043128234618
"knowing" 0.0655307994757536 0 0
"knuckles" 0 0 0.0575043128234618
"labour" 0 0 0.0575043128234618
"lame" 0.0655307994757536 0 0
"lament" 0 0.0654450261780105 0
"lanky" 0.0655307994757536 0 0
"lasted" 0.0655307994757536 0 0
"launching" 0.0655307994757536 0 0
"laying" 0 0.0654450261780105 0
"leaning" 0.0655307994757536 0 0
"leap" 0.0655307994757536 0 0
"learn" 0 0 0.0575043128234618
"learning" 0 0.0654450261780105 0
"leave" 0 0 0.0575043128234618
"left" 0.0655307994757536 0 0
"letterbox" 0 0 0.0575043128234618
"level" 0.0655307994757536 0 0
"lifted" 0 0.0654450261780105 0
"lightly" 0 0 0.0575043128234618
"line" 0 0.0654450261780105 0
"lips" 0.0655307994757536 0 0
"listening" 0 0 0.0575043128234618
"living" 0 0 0.0575043128234618
"london" 0.0655307994757536 0 0
"longer" 0 0.0654450261780105 0
"loops" 0 0.0654450261780105 0
"lot" 0.0655307994757536 0 0
"loud" 0 0 0.0575043128234618
"loudly" 0.0655307994757536 0 0
"loved" 0.0655307994757536 0 0
"lovely" 0 0 0.0575043128234618
"lunch" 0 0.0654450261780105 0
"magical" 0.0655307994757536 0 0
"man" 0.0655307994757536 0 0
"managed" 0.0655307994757536 0 0
"marriage" 0.0655307994757536 0 0
"match" 0.0655307994757536 0 0
"mean" 0.0655307994757536 0 0
"meanwhile" 0 0.0654450261780105 0
"melin" 0.0655307994757536 0 0
"middle" 0 0.0654450261780105 0
"midwitch" 0 0 0.0575043128234618
"mild" 0 0 0.0575043128234618
"minded" 0.0655307994757536 0 0
"miss" 0 0.0654450261780105 0
"missed" 0.0655307994757536 0 0
"mistakes" 0 0 0.0575043128234618
"mixture" 0 0 0.0575043128234618
"moaning" 0.0655307994757536 0 0
"moodily" 0.0655307994757536 0 0
"moon" 0 0.0654450261780105 0
"moony" 0 0 0.0575043128234618
"mundane" 0.0655307994757536 0 0
"murmur" 0 0.0654450261780105 0
"murmured" 0 0.0654450261780105 0
"murmuring" 0 0.0654450261780105 0
"mutter" 0.0655307994757536 0 0
"name" 0.0655307994757536 0 0
"nefarious" 0.0655307994757536 0 0
"nibbling" 0 0 0.0575043128234618
"nobody" 0.0655307994757536 0 0
"nod" 0.0655307994757536 0 0
"nodding" 0 0 0.0575043128234618
"nose" 0 0 0.0575043128234618
"note" 0 0 0.0575043128234618
"nowhere" 0 0.0654450261780105 0
"obliviously" 0.0655307994757536 0 0
"odd" 0.0655307994757536 0 0
"older" 0 0.0654450261780105 0
"olive" 0.0655307994757536 0 0
"once" 0.0655307994757536 0 0
"ongoing" 0.0655307994757536 0 0
"opened" 0 0 0.0575043128234618
"opening" 0 0 0.0575043128234618
"oppressive" 0 0 0.0575043128234618
"otherwise" 0.0655307994757536 0 0
"overprotective" 0.0655307994757536 0 0
"owls" 0.0655307994757536 0 0
"pail" 0 0.0654450261780105 0
"pained" 0 0 0.0575043128234618
"pale" 0 0.0654450261780105 0
"panicked" 0 0 0.0575043128234618
"panicking" 0 0 0.0575043128234618
"paper" 0 0.0654450261780105 0
"parcel" 0 0 0.0575043128234618
"parent" 0 0 0.0575043128234618
"parents" 0 0 0.0575043128234618
"parking" 0.0655307994757536 0 0
"part" 0 0.0654450261780105 0
"passenger" 0.0655307994757536 0 0
"path" 0 0 0.0575043128234618
"pause" 0.0655307994757536 0 0
"pavement" 0 0 0.0575043128234618
"peer" 0 0 0.0575043128234618
"people" 0 0.0654450261780105 0
"perhaps" 0 0 0.0575043128234618
"permission" 0.0655307994757536 0 0
"person" 0.0655307994757536 0 0
"pictures" 0 0.0654450261780105 0
"pieces" 0 0.0654450261780105 0
"places" 0 0.0654450261780105 0
"plans" 0 0 0.0575043128234618
"platform" 0.0655307994757536 0 0
"played" 0 0.0654450261780105 0
"playful" 0 0 0.0575043128234618
"pocket" 0.0655307994757536 0 0
"pockets" 0.0655307994757536 0 0
"pokes" 0 0 0.0575043128234618
"poor" 0 0 0.0575043128234618
"pop" 0 0.0654450261780105 0
"poring" 0 0 0.0575043128234618
"potentially" 0.0655307994757536 0 0
"pouring" 0.0655307994757536 0 0
"pout" 0 0.0654450261780105 0
"power" 0 0.0654450261780105 0
"predict" 0.0655307994757536 0 0
"prefer" 0 0 0.0575043128234618
"presence" 0.0655307994757536 0 0
"pressed" 0.0655307994757536 0 0
"pretended" 0 0.0654450261780105 0
"pride" 0 0 0.0575043128234618
"private" 0 0 0.0575043128234618
"probably" 0 0.0654450261780105 0
"prompting" 0 0 0.0575043128234618
"proportion" 0 0 0.0575043128234618
"proudly" 0 0 0.0575043128234618
"provide" 0 0 0.0575043128234618
"public" 0.0655307994757536 0 0
"pulled" 0.0655307994757536 0 0
"quaint" 0 0 0.0575043128234618
"quakes" 0.0655307994757536 0 0
"quickfire" 0.0655307994757536 0 0
"race" 0 0 0.0575043128234618
"radio" 0.0655307994757536 0 0
"rain" 0 0 0.0575043128234618
"raise" 0 0 0.0575043128234618
"raised" 0.0655307994757536 0 0
"ran" 0 0 0.0575043128234618
"rapped" 0 0 0.0575043128234618
"rarely" 0 0.0654450261780105 0
"rather" 0 0.0654450261780105 0
"reach" 0 0.0654450261780105 0
"reached" 0.0655307994757536 0 0
"realised" 0.0655307994757536 0 0
"reason" 0.0655307994757536 0 0
"recommend" 0 0 0.0575043128234618
"red" 0.0655307994757536 0 0
"relevant" 0.0655307994757536 0 0
"reluctantly" 0.0655307994757536 0 0
"remembering" 0 0.0654450261780105 0
"response" 0 0 0.0575043128234618
"responsible" 0 0 0.0575043128234618
"resting" 0 0.0654450261780105 0
"result" 0 0 0.0575043128234618
"retching" 0.0655307994757536 0 0
"reveal" 0 0.0654450261780105 0
"rid" 0 0 0.0575043128234618
"roguish" 0 0 0.0575043128234618
"rolled" 0 0 0.0575043128234618
"ron" 0.0655307994757536 0 0
"rose" 0.0655307994757536 0 0
"rude" 0.0655307994757536 0 0
"ruffling" 0 0.0654450261780105 0
"rushing" 0 0 0.0575043128234618
"safe" 0.0655307994757536 0 0
"sang" 0.0655307994757536 0 0
"saw" 0 0 0.0575043128234618
"says" 0.0655307994757536 0 0
"scared" 0.0655307994757536 0 0
"scaring" 0.0655307994757536 0 0
"scarlet" 0.0655307994757536 0 0
"school" 0 0 0.0575043128234618
"scowling" 0.0655307994757536 0 0
"seat" 0.0655307994757536 0 0
"second" 0 0 0.0575043128234618
"seconds" 0.0655307994757536 0 0
"security" 0 0 0.0575043128234618
"seem" 0 0 0.0575043128234618
"seemingly" 0 0 0.0575043128234618
"self" 0 0 0.0575043128234618
"sending" 0 0.0654450261780105 0
"serenely" 0 0 0.0575043128234618
"seriously" 0 0 0.0575043128234618
"shaky" 0 0.0654450261780105 0
"sheer" 0 0 0.0575043128234618
"shifting" 0 0 0.0575043128234618
"shining" 0 0 0.0575043128234618
"shoulder" 0 0.0654450261780105 0
"shoved" 0.0655307994757536 0 0
"shows" 0.0655307994757536 0 0
"shrieked" 0.0655307994757536 0 0
"shudder" 0.0655307994757536 0 0
"shuffling" 0 0.0654450261780105 0
"shut" 0 0.0654450261780105 0
"sick" 0 0.0654450261780105 0
"sickness" 0 0.0654450261780105 0
"sideways" 0.0655307994757536 0 0
"silence" 0.0655307994757536 0 0
"since" 0 0.0654450261780105 0
"situation" 0.0655307994757536 0 0
"sixteen" 0.0655307994757536 0 0
"skinned" 0.0655307994757536 0 0
"sleep" 0 0.0654450261780105 0
"sleepily" 0 0 0.0575043128234618
"slightest" 0.0655307994757536 0 0
"smallest" 0 0 0.0575043128234618
"smoke" 0.0655307994757536 0 0
"smug" 0.0655307994757536 0 0
"snaking" 0 0 0.0575043128234618
"sniffed" 0.0655307994757536 0 0
"snitch" 0.0655307994757536 0 0
"snorted" 0 0 0.0575043128234618
"soft" 0 0 0.0575043128234618
"softly" 0 0.0654450261780105 0
"sogginess" 0 0 0.0575043128234618
"sold" 0 0.0654450261780105 0
"somewhere" 0 0.0654450261780105 0
"song" 0.0655307994757536 0 0
"sounds" 0 0 0.0575043128234618
"space" 0 0.0654450261780105 0
"speak" 0 0.0654450261780105 0
"speaking" 0 0.0654450261780105 0
"spirits" 0 0.0654450261780105 0
"spiritual" 0 0 0.0575043128234618
"splutter" 0.0655307994757536 0 0
"spluttering" 0 0 0.0575043128234618
"spoilt" 0 0 0.0575043128234618
"spoon" 0 0.0654450261780105 0
"sport" 0 0.0654450261780105 0
"spots" 0 0.0654450261780105 0
"sprites" 0 0.0654450261780105 0
"squeeze" 0 0.0654450261780105 0
"squirmed" 0 0 0.0575043128234618
"stabbing" 0 0.0654450261780105 0
"stand" 0 0.0654450261780105 0
"standing" 0.0655307994757536 0 0
"stare" 0 0.0654450261780105 0
"stares" 0.0655307994757536 0 0
"staring" 0 0.0654450261780105 0
"starting" 0.0655307994757536 0 0
"station" 0.0655307994757536 0 0
"step" 0 0 0.0575043128234618
"stone" 0 0 0.0575043128234618
"stood" 0 0.0654450261780105 0
"story" 0 0.0654450261780105 0
"straining" 0.0655307994757536 0 0
"strangely" 0 0 0.0575043128234618
"stream" 0.0655307994757536 0 0
"streams" 0 0 0.0575043128234618
"streets" 0 0 0.0575043128234618
"stretched" 0 0.0654450261780105 0
"stuck" 0 0.0654450261780105 0
"students" 0.0655307994757536 0 0
"stuff" 0 0 0.0575043128234618
"stung" 0.0655307994757536 0 0
"stupid" 0.0655307994757536 0 0
"suddenly" 0 0 0.0575043128234618
"sulkily" 0.0655307994757536 0 0
"sulky" 0.0655307994757536 0 0
"sullen" 0.0655307994757536 0 0
"summer" 0 0 0.0575043128234618
"surprised" 0 0 0.0575043128234618
"swaddled" 0 0 0.0575043128234618
"swayed" 0 0 0.0575043128234618
"swaying" 0 0 0.0575043128234618
"sweet" 0 0 0.0575043128234618
"swiftly" 0 0 0.0575043128234618
"swinging" 0 0.0654450261780105 0
"swore" 0 0 0.0575043128234618
"table" 0 0.0654450261780105 0
"tale" 0 0 0.0575043128234618
"talk" 0 0.0654450261780105 0
"talking" 0 0.0654450261780105 0
"tap" 0 0.0654450261780105 0
"tapped" 0 0 0.0575043128234618
"tearfully" 0.0655307994757536 0 0
"tearing" 0 0 0.0575043128234618
"tease" 0.0655307994757536 0 0
"teenage" 0.0655307994757536 0 0
"ten" 0 0.0654450261780105 0
"tentatively" 0 0 0.0575043128234618
"themselves" 0 0 0.0575043128234618
"these" 0 0 0.0575043128234618
"thick" 0 0 0.0575043128234618
"thinking" 0.0655307994757536 0 0
"three" 0 0.0654450261780105 0
"threw" 0 0 0.0575043128234618
"throwing" 0 0 0.0575043128234618
"thrown" 0 0 0.0575043128234618
"thunder" 0 0 0.0575043128234618
"thunderstorm" 0 0 0.0575043128234618
"ticket" 0.0655307994757536 0 0
"tight" 0 0.0654450261780105 0
"tightened" 0 0 0.0575043128234618
"tightly" 0 0 0.0575043128234618
"tiptoe" 0 0.0654450261780105 0
"tired" 0 0.0654450261780105 0
"tiredness" 0 0 0.0575043128234618
"together" 0.0655307994757536 0 0
"tomorrow" 0 0.0654450261780105 0
"towards" 0.0655307994757536 0 0
"toys" 0 0.0654450261780105 0
"traditionally" 0 0 0.0575043128234618
"traffic" 0.0655307994757536 0 0
"trainers" 0 0 0.0575043128234618
"traumatic" 0 0 0.0575043128234618
"traumatised" 0 0 0.0575043128234618
"treasured" 0.0655307994757536 0 0
"trouble" 0 0.0654450261780105 0
"trunks" 0.0655307994757536 0 0
"truth" 0 0.0654450261780105 0
"truthfully" 0 0 0.0575043128234618
"tuft" 0 0 0.0575043128234618
"tutted" 0 0 0.0575043128234618
"twenty" 0 0 0.0575043128234618
"twitch" 0.0655307994757536 0 0
"two" 0 0 0.0575043128234618
"type" 0.0655307994757536 0 0
"unborn" 0 0 0.0575043128234618
"uncomfortable" 0.0655307994757536 0 0
"uncover" 0.0655307994757536 0 0
"unhappily" 0.0655307994757536 0 0
"unless" 0.0655307994757536 0 0
"unspoken" 0 0.0654450261780105 0
"unused" 0 0 0.0575043128234618
"uselessly" 0.0655307994757536 0 0
"using" 0 0.0654450261780105 0
"vaguely" 0 0 0.0575043128234618
"voices" 0 0 0.0575043128234618
"voldemort" 0.0655307994757536 0 0
"waded" 0 0 0.0575043128234618
"wait" 0 0.0654450261780105 0
"waiting" 0 0.0654450261780105 0
"wake" 0 0 0.0575043128234618
"walk" 0.0655307994757536 0 0
"wall" 0 0.0654450261780105 0
"wand" 0 0 0.0575043128234618
"wander" 0 0 0.0575043128234618
"warm" 0 0 0.0575043128234618
"warmly" 0 0 0.0575043128234618
"warned" 0 0 0.0575043128234618
"watched" 0 0 0.0575043128234618
"watching" 0.0655307994757536 0 0
"water" 0 0.0654450261780105 0
"waved" 0.0655307994757536 0 0
"wear" 0.0655307994757536 0 0
"weasley" 0.0655307994757536 0 0
"week" 0 0 0.0575043128234618
"weight" 0 0 0.0575043128234618
"weird" 0.0655307994757536 0 0
"west" 0.0655307994757536 0 0
"whenever" 0 0.0654450261780105 0
"which" 0 0.0654450261780105 0
"whimper" 0 0 0.0575043128234618
"whisper" 0 0.0654450261780105 0
"whispered" 0 0.0654450261780105 0
"whose" 0 0 0.0575043128234618
"wife" 0.0655307994757536 0 0
"wink" 0 0.0654450261780105 0
"witches" 0 0 0.0575043128234618
"withering" 0.0655307994757536 0 0
"wizard" 0.0655307994757536 0 0
"wizards" 0 0 0.0575043128234618
"wonder" 0 0 0.0575043128234618
"wonderfully" 0.0655307994757536 0 0
"wondering" 0.0655307994757536 0 0
"words" 0.0655307994757536 0 0
"works" 0 0.0654450261780105 0
"wormtail" 0 0 0.0575043128234618
"wow" 0 0 0.0575043128234618
"wrapped" 0 0.0654450261780105 0
"writhe" 0 0 0.0575043128234618
"wrong" 0.0655307994757536 0 0
"yawn" 0 0 0.0575043128234618
"yell" 0 0 0.0575043128234618
"youngest" 0 0 0.0575043128234618
